C,S
32,0
15,0
3,0
3,0
6,1
92,0
13,0
109,0
48,0
62,0
6,1
139,0
54,0
221,0
10,1
3,0
20,1
51,0
11,0
49,0
2,1
5,0
96,0
4,0
43,0
68,0
8,0
17,0
78,0
315,0
1,1
16,1
6,1
139,1
13,0
2,0
184,0
4,0
49,0
49,0
110,0
5,0
6,0
8,0
2,1
5,1
11,0
2,0
2,1
5,0
199,0
31,0
96,0
2,0
55,0
12,0
2,1
6,0
20,0
94,0
2,0
95,0
28,0
16,0
6,1
127,0
111,0
4,0
2,0
6,0
17,0
2,0
167,0
99,0
2,0
2,1
15,0
3,0
270,1
67,0
18,0
72,0
278,0
34,0
65,0
107,0
18,0
226,0
14,0
35,0
4,0
38,0
5,0
5,0
2,0
26,1
84,1
185,0
51,0
3,0
97,0
4,0
3,0
312,0
5,0
4,0
126,0
15,0
173,0
54,0
3,0
6,1
4,0
10,0
17,0
282,0
3,0
13,1
38,0
3,0
2,1
54,0
2,0
8,0
4,0
104,0
94,1
25,0
372,0
45,0
2,1
13,0
25,0
34,0
149,0
116,0
68,0
223,0
12,0
6,1
19,1
3,0
141,0
6,1
48,0
12,0
2,1
3,1
2,0
3,1
3,1
16,0
151,0
2,1
1,0
6,1
146,0
5,0
3,0
6,1
19,1
259,1
195,0
59,0
6,0
10,1
78,0
149,0
121,0
175,0
240,0
2,0
39,0
6,0
8,0
23,0
16,0
6,0
2,1
76,0
209,0
3,0
2,1
14,0
2,0
2,0
13,0
182,0
37,0
211,0
127,1
44,0
70,0
3,0
511,0
1,0
175,0
3,0
6,0
62,0
2,1
64,0
12,0
100,0
145,0
288,0
38,1
6,1
5,1
8,0
16,0
139,0
2,0
4,0
8,0
185,1
8,1
14,0
2,0
2,0
3,0
24,0
155,0
2,1
208,0
6,0
13,0
13,0
2,0
9,0
29,1
34,1
4,0
3,0
383,0
4,0
4,0
14,0
3,1
6,1
323,0
233,0
2,1
55,0
17,0
1,0
39,0
9,0
58,0
197,0
12,0
313,0
2,1
50,1
96,0
224,0
5,1
2,1
6,0
6,1
88,0
5,0
33,0
163,0
65,0
70,0
57,1
176,0
7,0
2,1
261,0
12,0
3,0
9,0
6,0
5,0
3,0
60,0
4,0
7,0
110,0
2,0
482,0
49,0
8,1
2,1
61,0
72,0
187,0
10,0
8,0
6,1
2,0
259,0
95,0
66,0
141,1
370,0
2,0
4,0
4,0
8,0
3,0
2,0
131,0
138,0
94,0
5,1
41,0
1,1
9,0
48,0
14,0
113,0
106,0
8,0
260,0
112,0
21,1
3,1
4,0
10,0
25,0
2,0
65,0
216,0
2,0
74,0
4,1
331,0
11,0
33,0
384,0
3,1
40,1
6,1
1,1
4,0
5,0
23,0
11,0
2,0
11,0
137,1
2,1
14,0
8,0
12,0
3,0
62,0
2,0
16,0
3,0
5,0
454,0
30,0
22,0
4,0
3,0
173,0
127,0
12,0
2,0
94,0
133,0
2,1
8,0
93,1
84,0
57,0
2,0
271,0
267,0
82,0
10,0
41,0
289,1
25,0
3,0
4,0
1,1
2,0
57,0
554,0
2,0
2,1
85,1
3,0
29,0
48,1
13,0
2,0
154,0
128,0
36,0
40,0
41,0
37,0
72,0
218,0
3,0
6,1
89,0
17,0
33,0
6,1
3,0
31,0
5,0
80,0
24,0
348,0
16,0
309,0
3,1
50,0
16,0
12,0
206,0
16,1
8,1
6,1
25,0
5,0
422,0
6,0
54,0
24,0
6,1
68,1
18,0
2,1
4,0
111,0
46,0
49,1
2,0
2,0
21,0
11,0
6,0
18,0
9,0
6,0
40,0
110,0
47,0
55,0
30,0
13,0
2,1
2,0
596,0
16,0
63,0
4,0
6,1
3,0
3,0
57,0
71,0
324,0
12,0
116,0
1,0
58,0
6,1
318,1
11,0
4,1
10,0
16,0
4,0
6,1
9,0
2,1
32,0
6,1
10,0
18,0
5,0
308,0
129,0
33,0
4,0
4,1
116,0
22,0
12,0
8,0
14,0
5,0
2,1
85,0
12,0
3,1
2,0
18,0
6,1
106,0
10,0
222,0
99,0
47,0
44,0
308,0
4,0
56,0
4,0
561,0
348,0
78,0
6,0
11,0
9,0
55,0
11,0
15,0
4,1
3,0
8,0
13,0
2,1
4,1
100,0
2,0
364,1
3,0
4,0
3,0
16,0
242,0
64,0
4,0
24,0
36,0
31,0
236,0
63,0
10,0
234,0
37,0
119,0
238,0
146,0
65,0
342,0
2,1
4,0
2,0
12,0
31,0
83,0
2,1
2,0
57,1
229,1
2,0
12,0
6,1
67,0
1,0
64,0
119,0
5,0
4,0
19,0
78,0
21,0
121,0
1,0
18,0
2,0
15,0
220,0
25,0
70,0
6,1
6,0
9,0
4,1
206,0
2,1
212,0
4,0
140,0
3,0
2,0
112,0
5,0
57,0
37,0
6,1
2,0
316,0
162,0
2,0
8,0
10,0
5,0
33,0
4,0
12,0
17,0
17,0
88,0
10,0
45,1
19,0
6,1
9,0
42,0
171,0
109,0
4,0
74,0
11,0
123,0
152,1
3,0
45,0
43,1
4,0
58,0
237,0
38,0
32,1
12,0
2,1
6,0
37,1
167,0
3,0
6,0
100,0
4,0
126,0
21,1
23,0
6,0
64,0
76,0
4,0
61,0
157,0
24,0
6,0
24,1
14,1
243,0
4,0
15,0
18,0
85,0
2,1
43,1
2,1
35,0
157,0
92,0
47,0
28,0
143,0
191,0
3,0
3,0
3,0
95,0
37,0
100,1
6,1
11,0
49,0
5,1
51,0
5,0
12,0
30,0
6,1
5,1
58,1
13,0
24,0
2,0
27,0
118,0
35,0
1,1
42,0
34,0
4,0
299,0
3,0
243,0
176,0
6,0
6,0
2,0
3,0
77,0
70,0
8,1
66,0
16,1
3,0
12,0
4,0
9,0
2,0
4,0
28,0
18,0
1,0
5,1
5,0
4,1
63,0
39,0
2,1
49,0
12,0
22,1
310,0
3,0
3,0
1,0
10,0
147,0
31,0
43,0
246,0
102,0
16,0
2,0
9,0
97,0
2,1
81,0
7,0
65,0
193,0
96,1
250,0
158,0
2,0
98,0
21,0
2,0
201,0
34,0
95,0
74,0
1,0
10,0
57,0
2,1
32,0
6,0
9,0
9,0
9,0
2,1
28,0
2,0
36,0
19,0
15,0
8,0
68,0
108,0
11,0
47,0
35,1
17,0
5,1
201,0
17,0
8,0
301,0
3,0
44,0
3,0
8,0
41,0
2,1
6,1
10,1
6,1
4,0
68,0
98,0
303,0
5,0
18,0
40,0
12,0
140,0
2,0
150,0
2,1
4,0
59,0
4,0
20,0
1,0
11,0
20,0
8,1
28,0
43,0
7,0
123,0
8,1
2,0
2,1
16,0
3,0
94,0
120,0
6,0
4,0
6,1
31,0
25,0
60,0
152,0
5,0
1,0
24,0
396,0
109,0
56,0
19,0
1,0
13,0
14,0
77,0
3,0
513,0
4,0
245,0
19,0
16,0
9,0
6,0
8,0
23,0
88,0
4,0
638,0
266,0
2,1
2,1
6,1
2,0
216,0
6,1
12,0
5,0
9,0
22,0
5,0
520,0
1,0
135,0
284,0
2,1
3,1
57,0
4,0
83,0
6,1
50,0
4,0
14,0
28,0
38,0
2,1
13,0
2,0
2,1
19,0
172,0
7,0
93,0
6,1
27,0
8,0
3,0
7,0
11,0
6,1
196,0
7,0
344,0
3,0
74,0
2,1
110,0
8,0
4,0
2,0
43,0
2,1
119,0
8,1
222,0
2,1
4,0
3,0
2,1
3,0
7,0
60,0
14,0
38,0
42,0
36,0
44,0
604,0
10,0
5,0
2,1
45,0
4,0
8,0
92,0
10,0
2,0
2,0
3,0
2,1
14,0
398,0
29,0
2,0
3,0
20,0
1,1
4,0
45,0
269,0
29,0
3,0
149,0
2,0
6,1
90,0
22,0
259,0
15,0
13,1
6,1
21,0
4,0
4,0
16,0
253,0
85,0
2,0
119,0
44,0
2,1
1,1
4,0
82,0
2,0
12,0
2,1
9,0
131,0
6,1
6,0
4,0
21,1
8,0
21,0
2,1
3,0
5,0
736,0
2,1
118,0
79,0
8,0
2,0
5,0
15,0
16,0
114,0
4,1
5,0
53,0
495,1
24,0
2,0
3,0
15,0
12,0
4,0
16,1
4,0
419,0
109,0
141,0
3,0
10,0
7,0
23,0
17,0
27,0
22,0
8,0
188,0
106,0
5,1
11,0
26,0
6,0
80,0
24,0
134,0
23,1
15,0
38,0
109,0
2,0
46,0
3,0
408,0
169,0
17,0
57,0
2,1
8,0
19,0
3,0
127,0
4,0
50,0
16,0
14,0
9,0
144,0
2,0
36,0
106,0
22,0
32,0
54,0
2,1
10,1
12,0
112,0
3,0
15,0
138,0
1,1
4,0
9,0
142,0
6,0
2,1
46,0
62,0
99,0
4,1
4,0
52,0
2,0
116,0
2,1
15,0
37,0
135,0
2,0
8,0
13,1
8,0
20,0
6,0
9,0
201,0
14,0
8,1
158,0
25,1
17,0
341,0
28,0
14,1
30,0
2,0
21,0
63,0
3,1
2,0
2,1
38,0
8,0
12,0
4,0
17,0
72,0
2,0
25,0
3,0
2,0
6,0
51,0
7,0
7,0
130,0
2,0
2,0
8,1
4,0
6,1
2,1
23,0
99,0
376,0
3,1
1,1
113,0
74,0
2,1
78,0
58,0
8,0
4,0
2,1
2,0
105,1
26,0
6,0
290,0
4,0
2,0
15,1
8,0
7,0
6,1
25,0
5,0
3,0
25,0
50,0
54,0
24,0
4,0
6,1
6,1
31,0
7,1
3,1
8,0
22,0
5,1
266,0
251,0
2,1
21,0
180,0
21,0
6,0
1,1
145,0
8,0
27,0
7,0
2,0
2,1
4,0
23,0
8,0
184,0
6,1
17,0
403,0
24,0
6,0
6,1
61,0
55,0
150,0
2,0
4,1
5,0
2,1
7,0
209,0
7,0
1,1
76,0
8,1
392,0
5,1
6,1
10,0
222,0
62,0
25,0
4,0
6,1
6,1
12,1
176,0
6,0
4,1
83,0
11,0
109,0
11,0
3,0
38,1
35,1
2,0
68,0
63,0
6,1
2,0
4,0
4,0
130,0
96,1
446,0
15,0
47,0
28,0
1,0
5,0
198,0
6,1
5,0
23,0
6,1
16,0
66,0
16,0
25,1
4,0
10,0
304,0
131,0
10,0
12,0
21,0
2,1
396,0
72,0
46,0
48,0
5,1
13,0
161,0
10,0
71,0
60,0
247,0
3,0
18,0
21,0
4,1
21,0
156,0
30,0
6,0
6,1
5,0
56,0
38,0
435,0
10,0
6,1
31,0
8,0
425,0
72,0
29,0
50,1
90,0
8,0
4,0
4,0
83,0
10,0
41,0
45,0
98,0
59,0
95,0
169,0
73,0
24,0
10,0
7,0
4,0
131,0
16,0
8,0
26,0
5,0
25,0
32,0
13,0
5,0
13,0
45,0
4,0
5,0
15,0
10,0
6,1
67,1
6,1
30,0
55,0
4,0
79,0
6,0
2,0
7,0
80,0
46,0
235,0
10,0
6,0
12,0
47,0
3,0
18,0
62,0
10,0
8,0
72,0
44,0
16,0
5,0
27,0
40,0
125,0
131,0
42,0
160,0
19,0
62,0
58,0
7,0
40,0
3,0
62,0
24,0
124,1
88,0
10,1
11,0
2,1
4,0
2,1
191,0
2,0
202,0
45,0
9,0
125,0
126,1
14,0
143,0
2,0
4,1
22,0
4,0
71,0
129,0
64,0
252,0
343,0
1,1
12,0
4,0
87,0
15,0
2,0
48,0
6,0
8,0
307,0
8,0
28,0
2,1
3,0
194,0
69,0
21,0
75,0
6,1
70,0
11,0
4,0
10,0
26,0
3,0
5,1
29,0
4,0
47,0
19,1
155,0
25,0
194,0
256,0
56,0
83,0
22,0
4,0
52,0
6,1
2,1
3,0
10,0
23,0
12,0
3,1
16,0
55,0
197,0
24,0
3,0
79,0
202,0
20,0
9,0
162,0
178,0
85,0
30,0
78,0
20,0
16,0
5,0
7,0
126,0
17,0
28,0
11,0
23,0
3,0
191,0
8,1
6,0
1,1
6,1
200,0
3,0
4,0
75,0
4,1
5,0
1,1
118,0
36,0
18,1
6,0
2,1
4,0
1,0
145,0
2,1
6,0
74,0
9,0
6,1
67,0
6,1
2,0
3,1
6,1
163,0
23,0
62,0
28,0
48,0
114,0
157,0
5,0
42,0
235,0
10,0
352,0
9,0
8,1
4,1
4,0
4,0
22,1
2,0
3,0
2,1
4,1
2,1
2,0
78,0
121,0
4,0
2,0
4,0
8,0
80,0
327,0
19,0
4,0
277,0
31,0
148,0
55,0
1,0
118,0
4,0
557,0
5,1
6,1
6,0
259,0
5,0
352,0
30,0
11,0
31,0
49,0
144,0
2,1
6,0
2,1
2,1
41,0
20,0
9,1
107,0
168,0
6,1
3,0
56,0
5,0
3,0
4,0
4,0
91,0
4,0
2,1
32,0
21,0
6,0
4,1
178,0
6,0
90,0
4,0
19,0
8,0
88,0
10,1
59,0
24,0
6,0
131,0
149,0
2,1
2,1
33,0
136,1
8,0
4,0
29,0
2,0
86,0
188,0
78,0
2,1
34,0
186,0
2,1
5,0
4,0
8,1
4,0
310,0
14,0
6,0
2,1
2,0
8,0
6,1
61,1
63,0
89,0
241,0
507,0
4,0
9,0
1,0
11,0
29,0
18,0
10,0
59,0
54,1
2,0
3,0
27,0
2,1
2,1
8,0
11,0
34,0
9,0
1,0
8,1
6,1
34,0
49,0
57,0
75,0
4,0
2,1
11,1
2,1
6,0
4,0
52,0
2,1
6,0
71,0
1,0
4,0
4,0
2,1
68,0
6,1
3,0
4,0
31,0
6,1
99,0
124,0
19,0
197,0
2,1
189,0
2,0
2,0
8,0
3,0
1,1
38,0
242,0
2,0
13,0
1,1
4,0
6,0
23,0
340,0
17,0
132,0
6,1
2,0
8,0
365,0
42,1
17,1
263,0
178,0
18,0
182,0
2,1
193,1
3,0
2,1
11,0
3,0
6,0
2,0
160,0
17,0
12,0
1,0
5,0
2,1
37,0
59,0
29,0
47,0
22,0
2,1
47,0
8,0
10,0
52,0
526,0
263,0
39,1
2,1
33,0
9,0
35,0
7,0
6,1
50,0
405,0
2,1
70,0
72,0
4,0
19,0
30,0
17,0
93,0
4,1
32,0
242,0
124,0
36,0
1,1
112,0
4,0
262,0
27,0
2,0
7,0
42,0
18,0
113,0
48,0
9,0
2,0
49,0
116,0
21,0
5,1
49,0
6,1
234,0
3,1
70,1
62,0
87,0
8,0
4,0
8,0
222,0
4,0
66,0
37,0
77,0
54,0
334,0
90,0
2,1
154,0
78,0
4,0
52,0
27,0
57,0
2,1
13,0
18,0
16,0
72,0
100,0
37,0
345,0
43,0
30,0
285,0
22,0
29,0
2,0
212,0
6,1
4,0
36,0
12,0
97,0
20,0
79,0
2,1
174,0
391,0
16,0
6,1
3,1
5,0
4,1
2,1
2,1
113,0
4,0
4,0
12,0
6,1
303,0
409,0
2,0
54,0
10,0
2,0
6,1
2,0
7,0
294,0
59,0
80,0
2,1
4,0
42,0
50,0
8,0
171,0
6,0
53,0
4,0
6,0
34,1
7,1
266,0
2,0
39,0
10,0
70,0
6,0
2,0
10,1
69,0
262,0
5,0
63,0
8,0
11,0
14,0
33,0
3,1
6,0
8,0
3,0
3,0
8,0
186,0
14,0
119,0
72,0
2,1
56,0
3,0
4,0
117,0
6,1
2,1
3,0
5,0
160,0
57,0
12,0
6,1
67,0
6,1
8,1
123,0
2,0
8,1
7,1
12,0
454,0
2,0
88,0
303,0
29,0
47,0
12,0
6,1
10,0
53,0
116,0
2,1
95,0
20,0
84,0
27,0
2,0
3,1
55,0
87,0
92,0
538,0
67,0
107,0
350,0
17,0
21,0
73,0
148,0
29,0
6,0
16,1
3,0
2,1
2,1
223,0
5,1
253,0
84,0
3,0
221,0
3,0
52,0
4,0
12,0
4,1
4,0
272,0
2,1
6,0
8,0
84,0
4,0
4,0
25,0
5,0
15,0
10,1
6,1
187,0
56,0
4,0
38,0
3,0
20,0
5,0
166,1
7,0
194,0
18,0
57,0
6,1
3,0
2,0
17,0
2,0
27,0
51,0
4,0
332,0
4,0
140,0
262,1
25,0
36,0
9,0
6,1
8,0
2,1
239,0
118,0
20,0
4,0
6,0
2,1
62,0
214,0
36,0
6,0
38,0
2,1
14,0
1,0
4,0
3,0
134,0
2,1
12,0
26,0
11,0
6,1
4,0
2,1
2,0
34,0
7,0
13,0
92,0
10,0
180,0
3,1
25,0
12,0
1,0
21,0
6,1
7,0
11,0
14,0
10,0
5,0
66,0
5,0
225,0
4,0
44,0
3,0
2,0
29,0
65,0
159,0
8,0
28,0
2,0
91,0
2,1
61,1
11,0
2,0
16,0
92,0
21,0
108,0
7138,0
192,0
318,0
27,0
2,1
18,0
326,0
4,0
2,0
136,0
2,0
15,0
1,0
12,0
224,0
43,0
2,1
18,0
18,0
289,0
3,0
141,0
7,0
16,0
61,0
129,0
2,0
5,0
1,0
1,0
10,0
66,0
12,0
41,0
147,0
51,0
34,0
89,0
7,0
172,0
390,0
2,1
34,0
2,0
3,0
9,0
40,0
14,0
2,1
29,0
2,1
53,0
5,0
4,0
6,1
4,0
21,0
6,0
106,0
5,0
30,0
146,0
16,0
206,0
208,0
4,0
217,0
3,0
4,0
92,0
6,1
274,0
5,1
160,0
42,0
44,0
2,0
3,0
9,0
2,0
14,0
171,0
29,0
262,0
16,0
2,1
47,0
37,0
49,0
4,0
3,0
15,0
9,0
154,0
3,0
59,0
6,1
31,0
7,0
2,0
21,1
33,0
4,0
2,0
10,0
70,0
6,1
26,0
2,1
4,0
14,0
22,0
2,1
89,0
104,0
6,1
4,0
96,0
9,0
116,0
7,1
55,0
104,1
3,1
2,1
41,0
6,0
83,0
19,1
4,0
19,0
8,0
100,0
7,0
15,0
2,1
6,1
4,0
2,1
2,1
4,0
1,1
2,1
137,0
135,0
14,0
4,0
3,0
3,0
21,1
2,0
33,0
2,1
107,0
12,0
2,1
6,0
48,1
7,1
9,0
72,0
8,0
170,0
88,0
2,0
63,0
35,0
203,1
4,0
3,0
13,0
39,0
1,0
2,0
3,1
172,0
106,0
73,0
31,0
664,0
1,1
74,0
218,0
4,0
8,1
7,0
6,1
32,0
18,0
6,0
2,1
2,0
62,0
13,0
211,0
89,0
3,0
49,0
16,0
2,0
59,0
49,0
296,1
53,0
319,0
166,0
448,0
51,0
15,1
80,0
8,0
171,0
114,0
59,0
4,0
12,0
2,1
11,0
4,0
108,0
6,1
77,0
224,0
10,0
1,0
11,0
205,0
26,0
12,0
8,0
6,0
2,1
7,0
17,0
41,0
57,0
62,0
129,0
2,1
22,0
54,0
171,0
401,0
3,0
43,0
248,0
4,0
94,0
86,0
1,1
11,0
2,0
2,0
22,0
2,0
71,0
36,1
163,0
101,0
28,0
32,0
18,0
157,0
25,0
6,1
4,0
87,0
9,1
7,0
106,0
2,0
43,0
79,0
25,0
65,0
72,0
4,0
2,1
1,0
499,0
5,0
22,0
136,0
2,0
112,0
19,0
11,0
3,0
8,0
16,0
21,1
329,0
7,0
85,0
6,1
29,1
476,0
2,0
19,0
124,0
1,1
8,1
129,0
15,0
14,0
278,0
185,0
6,0
127,0
431,0
171,1
2,1
163,0
6,0
389,0
91,0
2,0
25,0
29,0
3,0
83,0
511,0
20,0
74,0
147,0
112,0
40,0
39,0
4,0
10,0
216,0
7,0
2,0
4,0
37,0
22,1
28,0
10,0
1,1
5,0
1,0
18,0
59,0
1,1
4,0
9,0
5,0
14,0
217,0
19,0
2,0
14,0
110,0
2,0
127,0
70,0
2,1
241,0
10,0
8,0
5,0
25,0
4,0
4,0
112,0
4,0
5,0
7,0
4,0
12,0
61,0
286,0
8,0
114,0
6,1
12,1
3,0
97,0
122,0
65,0
4,0
4,0
246,0
6,1
10,0
8,0
61,0
50,0
208,0
16,0
4,0
33,0
36,0
312,0
13,0
6,1
949,0
283,0
340,0
6,1
3,0
186,0
4,0
7,0
3,0
2,0
48,0
9,0
10,0
46,0
6,0
504,0
3,0
12,0
10,0
73,0
258,0
48,0
33,0
563,0
35,0
36,0
4,0
77,0
2,0
44,0
97,0
15,0
5,0
1,0
90,0
4,0
5,1
346,0
18,0
5,0
133,0
8,0
4,0
16,0
7,0
17,0
80,0
2,0
17,0
64,0
99,1
19,0
84,1
4,0
3,0
12,0
3,0
5,0
251,0
2,1
364,0
19,0
2,0
8,0
392,0
6,0
2,1
13,0
45,0
6,1
11,0
48,0
132,0
1,0
4,1
17,0
2,0
6,0
21,0
8,0
15,0
3,0
7,0
4,0
14,0
10,0
4,0
54,1
2,0
50,0
18,0
10,0
135,0
102,0
4,0
6,0
138,0
17,0
580,0
24,0
2,0
4,0
2,0
169,0
2,0
22,0
47,1
31,0
9,0
246,0
254,0
30,1
703,0
8,0
8,0
97,0
3,0
5,0
9,0
30,0
3,0
6,0
12,0
130,1
1,0
1,0
3,0
92,0
8,0
5,0
15,0
430,0
47,0
6,0
36,0
3,0
181,0
89,1
42,0
7,1
223,0
15,0
290,0
10,0
38,0
9,1
26,0
6,1
165,0
7,0
10,0
66,0
10,0
4,0
35,0
49,0
12,0
17,0
5,0
213,1
4,0
8,0
124,0
176,0
11,0
15,0
6,0
18,1
3,0
2,1
6,0
1,0
13,0
5,1
9,0
8,1
19,0
14,0
120,0
25,0
202,0
93,0
2,1
31,0
203,0
6,1
23,0
2,1
5,0
17,0
37,0
193,0
14,1
43,0
77,0
19,0
351,0
2,1
3,0
4,1
43,0
11,1
45,0
2,0
2,0
99,0
300,0
146,0
16,0
73,0
245,0
2,1
3,0
2,1
12,0
176,0
3,0
12,0
2,1
9,0
13,0
93,0
7,1
2,0
40,0
9,1
28,0
5,0
119,0
113,0
2,0
4,0
406,0
9,0
70,0
6,0
98,0
1,0
204,0
10,0
2,0
29,0
158,0
4,1
9,1
26,0
214,0
3,0
1,1
209,0
2,1
15,0
2,1
7,0
45,0
9,0
6,1
6,1
37,0
4,1
8,0
4,0
101,0
67,0
48,0
6,0
5,0
18,0
3,1
288,0
2,1
2,0
58,0
6,0
280,0
4,0
6,0
70,0
6,1
36,0
210,0
4,0
133,0
6,1
137,0
2,0
15,0
2,0
131,0
85,0
12,0
8,0
22,0
2,0
5,0
2,1
243,0
4,1
70,0
89,0
6,0
1,0
6,1
25,0
329,0
190,0
88,0
20,0
351,0
3,0
28,0
4,0
24,0
27,0
20,0
73,0
2,0
16,0
14,0
22,0
13,0
78,0
2,1
18,0
129,0
