C,S
78,0
173,0
6,0
3,0
149,0
3,0
44,0
248,0
690,0
572,0
233,0
6,1
33,0
27,0
306,0
3,0
29,0
2,1
193,0
113,0
89,0
24,0
12,0
6,0
18,0
6,0
86,0
388,0
82,0
7,0
3,0
3,1
25,0
390,0
4,0
347,0
3,0
5,1
33,0
18,0
3,0
78,0
22,0
10,1
9,1
9,0
8,0
4,1
10,0
8,0
3,0
347,0
2,1
111,0
343,0
81,0
5,0
15,0
3,1
173,0
2,1
14,0
250,0
3,0
110,0
180,0
8,0
1,1
4,0
8,0
297,0
554,0
6,0
6,1
257,0
27,0
8,0
6,1
22,0
455,0
181,0
6,0
4,0
419,0
18,0
24,0
5,0
9,0
3,1
9,1
212,0
50,0
310,0
6,0
11,0
9,1
4,0
11,0
6,0
185,0
6,0
6,0
2,1
45,0
6,0
98,0
12,0
17,0
10,1
6,1
80,0
36,0
5,1
392,0
13,0
5,0
11,1
4,1
6,0
10,0
1,0
37,0
12,0
624,0
94,0
5,0
283,0
14,1
105,0
21,0
150,0
62,0
11,0
3,1
209,0
40,0
58,0
24,0
368,0
296,0
388,0
130,0
286,0
20,0
8,0
12,0
51,0
132,0
219,0
7,1
183,0
12,0
68,0
27,0
74,0
214,0
32,0
3,0
2,1
176,0
18,0
924,0
110,1
49,0
462,0
46,0
61,0
2,1
6,0
6,1
233,0
30,0
95,0
9,1
12,0
6,0
522,0
105,0
6,0
57,0
31,0
138,0
9,0
345,0
2,0
22,1
66,0
2,1
10,0
11,0
3,1
78,0
142,0
24,0
123,0
147,0
150,0
6,0
9,0
32,0
106,0
149,0
9,0
3,1
30,0
5,0
4,0
762,0
220,0
36,0
4,1
5,0
1,1
6,1
4,0
16,1
5,1
307,0
245,0
128,0
3,1
91,0
6,0
32,0
14,1
159,0
598,0
41,0
6,1
1,1
23,0
565,0
258,0
10,0
275,0
2,1
178,0
87,0
59,0
25,0
368,0
38,0
6,1
6,0
21,0
100,0
133,0
305,0
81,0
6,1
18,1
6,0
33,0
27,0
44,0
8,0
6,0
143,0
1,1
15,0
8,1
5,1
7,0
2,1
19,0
539,0
74,0
5,1
7,0
8,0
13,0
42,0
3,1
84,0
5,0
10,0
11,0
1,0
4,0
899,0
10,0
5,0
2,1
828,0
490,1
1420,0
85,0
24,0
4,1
6,0
5,1
110,0
6,1
2,1
88,0
5,1
52,0
64,0
123,0
18,1
387,0
112,0
17,0
6,0
229,0
517,0
50,1
65,0
4,1
285,0
21,0
358,0
10,0
2,1
153,0
433,0
2,1
66,0
265,0
422,0
71,0
418,0
4,0
15,0
281,1
6,1
1130,0
7,0
55,0
51,0
43,0
128,1
3,0
4,0
11,0
44,0
7,0
14,0
56,0
64,0
326,0
254,0
164,0
7,1
156,0
90,0
6,0
6,1
11,0
16,0
3,0
16,0
5,1
3,0
6,1
161,0
63,0
4,0
4,0
162,0
6,0
3,0
46,0
126,0
4,0
4,0
6,0
52,0
591,0
1,0
2,1
55,0
551,0
143,0
6,0
512,0
9,0
12,1
272,0
12,0
3,0
7,1
222,0
14,0
113,0
4,1
499,0
167,0
22,0
72,0
41,0
214,0
108,0
102,0
2,1
1,1
2,1
2,1
2,1
10,0
62,0
6,1
10,1
8,0
82,0
41,1
4,1
6,0
413,1
2,1
9,0
8,0
155,0
191,0
44,0
182,0
7,0
4,0
5,1
333,0
2,1
16,0
52,0
77,1
153,0
12,0
6,0
57,0
30,0
4,0
14,0
359,0
115,0
3,0
23,0
861,0
809,0
6,1
27,0
2,1
11,0
4,0
3,0
60,0
37,0
2,1
1,0
4,1
6,1
12,0
16,1
5,0
35,0
4,0
270,0
86,0
117,0
101,0
20,0
17,0
10,0
108,0
165,0
7,0
142,0
358,0
5,0
5,0
143,0
4,0
153,0
2,1
88,0
3,0
3,1
21,0
73,0
214,0
36,0
15,1
9,0
6,0
34,0
36,0
251,0
17,0
625,0
15,0
4,0
105,0
20,0
214,0
6,1
16,1
8,0
160,0
8,0
82,0
144,0
7,0
41,0
13,0
78,0
18,0
355,0
57,0
46,0
174,0
8,1
30,0
4,0
78,0
2,1
369,0
44,0
24,0
129,0
6,0
12,0
27,0
5,0
11,0
156,0
252,0
2,0
445,0
26,0
4,0
2,1
6,0
12,1
77,0
9,0
185,0
117,0
176,0
136,0
16,0
11,0
115,0
36,0
2,0
3,0
2,1
81,0
422,0
286,0
13,0
16,0
482,0
48,0
9,0
37,0
62,1
175,0
4,1
364,0
73,0
35,0
27,0
785,0
164,0
141,0
2,0
19,0
136,0
32,0
19,0
2,1
31,0
7,0
4,1
5,0
60,0
20,0
2,1
228,0
1,1
25,0
175,0
7,1
22,1
3,0
96,0
13,0
5,0
3,0
463,0
18,1
2,1
101,0
4,1
29,0
5,1
102,0
195,0
12,0
3,1
52,0
23,0
6,1
5,0
5,1
6,0
17,0
2,1
36,0
511,0
8,1
30,0
30,0
31,0
5,0
6,1
29,0
10,0
4,0
6,0
3,1
28,0
32,0
321,0
111,0
14,0
3,0
35,0
72,0
128,0
8,0
2,1
48,0
113,0
2,1
108,0
25,0
216,0
12,0
2,0
12,0
30,1
25,0
3,0
107,0
2,1
4,0
57,0
2,1
17,0
2,1
3,0
6,0
20,0
204,0
4,1
1,1
124,0
8,0
20,0
25,0
16,0
6,0
23,0
47,0
10,0
11,0
117,0
26,1
42,0
18,0
1,1
4,1
165,0
7,1
6,1
280,0
3,0
29,0
49,0
5,1
103,0
6,0
67,1
108,0
7,0
2,1
119,0
195,0
702,0
40,0
47,0
24,0
173,1
267,0
30,0
7,0
36,0
154,0
104,0
245,0
6,1
11,0
595,1
236,0
39,0
7,1
46,0
3,0
1,0
24,0
76,0
7,1
11,0
183,0
200,0
5,0
218,0
2,1
32,0
19,0
10,0
2,1
1,1
27,0
4,0
132,1
6,0
105,0
6,0
3,0
57,0
27,0
8,0
188,0
533,0
138,0
5,1
135,0
7,0
4,0
195,0
72,0
240,0
250,0
10,0
102,0
396,0
30,0
48,0
33,1
16,0
1093,1
3,0
8,0
603,0
44,0
72,0
78,0
13,0
5,0
4,0
128,0
6,0
448,0
87,0
5,0
67,0
18,0
28,0
6,0
274,0
77,0
175,0
103,0
4,1
23,0
3,0
206,0
52,0
15,0
1014,0
8,0
4,0
87,0
8,0
3,1
94,0
2,1
1,1
4,0
2,0
12,0
14,0
45,0
240,0
6,1
2,1
117,0
554,0
54,0
198,0
32,0
12,0
426,0
15,0
106,0
631,0
10,0
3,0
8,0
48,0
13,1
6,1
3,0
113,0
375,0
2,1
503,0
2,1
17,0
206,0
126,0
4,1
4,1
6,1
176,0
145,0
2,1
3,0
2,1
3,1
77,0
236,0
2,1
59,0
28,0
45,0
5,1
3,1
25,0
6,0
11,0
581,0
306,0
3,0
2,0
40,0
181,1
52,1
152,0
117,0
14,1
114,0
196,0
174,0
169,0
4,1
32,0
5,0
74,0
38,0
4,1
213,0
87,1
64,0
8,0
73,0
1,0
25,0
186,0
18,0
12,0
22,0
24,0
18,0
536,0
425,0
17,0
4,0
12,0
17,0
8,0
76,0
60,0
13,0
12,0
2,1
134,0
24,0
138,1
22,0
40,0
542,0
110,0
3,1
10,0
509,0
2,1
77,0
91,0
420,0
2,1
70,0
269,0
7,0
4,1
4,0
9,0
90,0
12,0
81,0
1,0
6,0
36,0
6,0
19,1
17,0
24,0
6,1
5,0
45,0
4,1
129,0
726,0
55,0
6,1
15,1
6,1
11,1
20,0
146,0
17,0
5,0
98,0
4,0
6,0
4,0
95,0
434,0
17,0
54,0
338,1
97,0
221,0
6,0
75,0
173,0
427,0
51,0
3,0
6,0
10,1
76,0
2,1
7,0
25,0
69,0
4,0
97,0
3,0
8,0
6,1
8,0
14,0
221,0
4,0
10,0
62,0
33,0
867,0
6,1
3,1
24,0
5,0
1,0
12,0
2,0
10,0
184,0
128,0
304,0
7,0
18,0
3,0
8,1
398,0
38,0
324,1
561,0
6,1
9,0
233,0
3,0
47,0
34,0
37,0
284,0
58,0
241,0
25,0
6,0
8,1
42,0
161,0
297,0
42,0
17,0
351,0
38,1
41,0
334,0
44,0
6,1
6,0
42,0
15,0
6,1
22,0
163,0
2,0
42,0
250,0
21,0
315,0
2,0
7,1
79,0
66,1
1,0
303,0
34,0
19,0
6,1
17,0
6,0
424,0
203,0
96,0
6,0
305,0
356,0
4,0
1,0
63,0
75,0
12,0
7,0
20,0
35,0
1,0
14,0
4,0
1,0
21,0
58,0
40,0
2,0
168,0
3,0
110,0
348,0
56,0
1,0
93,0
2,1
3,0
155,0
6,0
364,0
5,0
8,0
8,1
2,0
3,1
3,0
9,0
7,1
16,0
8,1
354,0
6,0
608,0
142,0
172,0
230,0
56,0
5,0
178,1
6,0
9,0
12,0
39,0
43,0
5,0
3,0
16,0
489,0
44,0
1,1
23,1
38,0
9,0
22,0
24,0
2,0
191,0
2,1
43,0
6,0
134,1
6,0
9,0
120,0
155,0
15,0
140,0
61,0
83,0
17,0
60,0
34,0
2,1
3,0
6,1
15,0
3,0
132,0
107,0
1,0
3,0
19,0
26,0
8,0
3,1
2,1
6,1
3,0
3,0
461,0
16,0
54,0
5,0
12,0
88,0
18,0
2,1
103,0
125,0
13,0
8,0
33,0
373,0
8,0
10,0
5,0
76,0
8,0
13,0
180,0
4,0
35,0
6,1
25,0
27,0
115,0
115,0
54,1
55,0
379,0
2,0
6,0
4,0
13,0
13,0
41,0
96,0
22,0
6,0
6,0
50,0
85,0
39,0
177,0
2,1
18,0
8,0
3,0
20,0
3,1
64,0
12,0
8,1
8,0
13,0
445,0
17,0
6,1
103,0
139,0
24,0
159,0
150,0
7,1
16,0
1,1
60,0
106,0
395,0
173,0
152,0
12,0
61,0
302,0
137,0
36,0
276,0
2,1
44,0
4,1
6,1
22,0
358,0
276,0
11,0
79,0
4,0
392,0
139,0
44,0
8,0
551,0
134,0
3,0
98,0
65,0
30,0
91,0
4,0
58,1
305,0
411,0
4,0
2,1
33,0
793,1
344,0
398,1
8,1
23,0
401,0
129,0
2,1
37,0
39,0
6,0
6,1
201,0
3,0
131,0
10,0
283,0
500,0
4,1
11,0
2,1
239,0
6,1
2,1
3,0
29,0
8,0
5,0
1,0
7,1
6,1
5,1
428,0
1,0
38,0
8,0
1,0
5,0
5,1
16,0
9,0
8,1
179,0
8,0
51,0
80,0
198,0
215,0
6,1
5,0
3,0
23,0
79,0
30,0
37,0
16,0
6,1
24,0
26,0
486,0
74,0
34,0
129,0
370,0
3,0
44,0
22,0
140,0
49,0
167,0
170,0
12,0
9,0
69,0
294,0
59,0
14,0
74,0
118,0
4,0
52,0
90,0
6,1
13,0
3,0
3,0
22,0
394,0
5,0
7,0
2,1
12,0
14,1
87,0
255,0
92,0
7,0
63,1
37,0
2,0
2,0
4,0
2,1
58,0
3,0
70,0
6,1
17,0
7,0
6,1
6,1
6,0
54,0
6,0
55,0
89,0
1098,0
177,0
3,1
26,0
18,0
112,0
113,0
20,0
49,0
117,0
31,0
15,0
10,1
552,0
164,0
84,0
99,0
13,0
6,0
7,0
510,0
471,0
24,0
24,0
4,0
2,1
11,0
8,0
9,1
38,0
2,0
2,1
10,1
365,0
213,0
43,0
4,0
11,0
178,0
91,0
21,0
4,1
10,1
13,0
75,0
9,0
397,0
5,0
2,1
21,1
750,0
14,0
86,0
114,0
6,0
6,0
409,0
12,0
599,0
21,0
73,0
151,0
196,0
75,0
165,0
442,0
6,1
48,0
108,0
424,0
6,1
75,0
7,1
55,0
142,0
4,1
26,1
26,1
87,0
1,1
1,1
445,0
10,0
10,1
2,1
440,0
2,1
19,0
14,0
13,0
10,1
184,0
4,0
263,0
191,1
237,0
6,0
4,1
4,1
2,1
6,0
98,0
2,1
9,0
53,0
5,0
23,0
193,0
6,1
170,0
7,1
44,0
76,1
440,0
14,1
2,1
13,0
2,1
7,0
39,0
39,0
12,0
5,0
53,0
23,1
551,0
403,0
19,0
212,0
9,0
300,0
449,0
12,0
91,0
48,0
227,0
2,0
43,0
3,0
608,0
410,0
264,0
2,1
455,0
5,0
4,0
16,0
31,0
43,0
59,0
52,0
4,1
366,0
58,0
9,0
342,0
4,0
184,0
10,0
104,0
303,0
363,0
47,0
35,0
205,0
264,0
4,0
24,0
113,0
14,0
25,0
3,0
50,0
68,0
254,0
7,0
52,0
47,0
8,0
51,0
11,0
14,0
3,0
10,0
79,0
5,0
34,0
553,0
22,0
15,0
256,0
2,0
3,0
12,0
2,1
7,0
3,0
453,0
32,0
10,0
26,0
78,0
15,0
2,1
732,0
10,0
2,1
1,0
135,0
4,0
17,0
11,0
4,0
3,0
2,0
4,0
24,0
2,1
2,1
199,0
25,0
3,0
21,1
97,0
6,1
155,0
3,0
2,1
10,0
15,0
11,0
21,0
5,0
19,0
44,0
58,0
10,0
147,0
37,0
39,0
8,0
8,0
13,0
154,0
158,0
13,0
2,1
57,0
341,0
6,0
39,0
2,0
4,1
144,0
65,1
6,1
120,0
6,1
406,0
86,0
6,0
61,0
4,1
11,1
15,0
19,0
7,0
3,0
6,0
1,1
3,1
4,0
3,1
6,0
9,0
2,0
1,1
2,1
403,0
6,1
5,0
10,0
312,0
7,0
14,0
12,0
4,0
34,0
6,1
5,0
299,0
42,0
18,0
29,0
107,0
2,1
9,0
28,0
629,0
2,1
542,0
6,0
19,0
31,0
5,1
344,0
6,0
6,1
3,0
14,0
43,0
102,1
2,1
881,0
225,0
86,1
8,0
148,0
17,0
2,1
31,0
473,0
1,0
14,0
3,0
137,0
20,0
18,0
71,0
5,1
3,0
4,0
13,0
2,1
472,0
22,0
189,0
4,1
5,0
6,0
6,0
3,0
9,0
6,0
12,1
41,0
1,0
179,0
16,0
18,0
11,0
377,0
18,0
185,0
6,1
520,0
174,0
16,0
116,0
13,0
52,0
6,1
8,0
79,0
164,0
18,1
4,1
5,0
111,0
128,0
3,0
468,0
119,0
1,1
219,0
103,0
2,0
7,0
3,0
275,0
239,0
16,0
300,1
4,0
2,1
37,0
7,0
146,0
601,0
55,0
5,0
3,0
3,0
21,0
166,0
7,1
304,0
30,0
195,0
18,0
181,0
83,0
132,0
95,0
39,0
126,0
396,0
4,0
4,0
328,0
3,0
4,0
12,0
273,0
8,0
28,0
114,0
62,0
10,1
28,0
7,0
27,1
6,0
213,0
94,0
228,0
4,1
222,0
2,1
4,0
8,0
66,0
82,0
47,0
51,0
4,0
23,0
200,0
2,1
32,0
8,0
2,1
16,0
237,0
11,0
562,0
235,0
38,1
6,1
2,0
7,0
164,0
6,0
3,0
8,0
6,0
2,1
84,0
175,0
13,0
67,0
12,0
6,1
1,0
4,0
11,0
130,0
10,0
48,0
148,0
4,0
813,0
1,1
31,1
1,1
122,0
18,0
23,0
11,0
1,0
104,0
6,0
58,0
68,0
6,0
12,0
3,1
258,0
2,0
5,0
22,0
250,0
603,0
1,1
15,0
184,0
10,0
2,1
170,0
79,0
120,1
625,0
76,0
231,0
4,1
29,0
446,0
5,1
12,0
76,0
1021,0
5,0
2,0
72,0
3,1
250,0
138,0
5,1
148,0
570,0
5,0
28,0
698,0
7,1
321,0
16,1
23,0
7,0
72,0
216,0
424,0
6,0
38,0
6,0
452,0
27,0
28,0
157,0
203,0
532,0
47,1
38,0
453,0
5,0
36,0
140,0
219,0
174,0
81,0
347,0
568,1
294,0
217,0
5,0
161,0
75,0
11,0
3,0
624,0
358,0
55,0
19,0
14,0
202,1
175,0
28,0
511,0
91,0
2,1
135,0
180,0
865,0
32,0
6,1
4,0
202,0
377,0
12,0
125,0
39,0
10,0
91,0
6,0
541,0
6,1
216,0
67,0
7,0
54,0
12,0
53,0
34,0
2,1
112,0
6,0
106,0
10,0
35,0
27,0
154,1
16,1
9,0
10,1
10,0
2,1
6,0
39,0
83,0
3,0
94,0
56,0
329,0
28,0
14,0
3,0
3,1
11,0
66,0
41,1
47,0
144,0
42,0
2,1
357,0
6,0
4,0
14,0
5,0
22,0
10,0
556,0
374,0
102,0
6,1
1,1
13,0
10,0
2,1
55,0
331,0
6,1
150,1
83,1
6,1
352,0
5,0
35,0
107,0
88,0
925,0
2,1
25,0
53,1
95,0
2,1
230,0
543,0
22,0
56,0
71,0
103,1
107,0
6,1
8,0
2,0
8,0
7,1
3,0
292,0
159,0
205,0
3,1
141,0
6,1
44,0
6,1
5,0
4,0
107,0
36,1
1260,0
123,0
604,0
8,0
294,0
82,0
129,0
69,0
24,0
6,1
8,0
11,0
4,1
96,0
626,0
67,0
410,0
3,0
151,0
6,1
76,0
10,0
49,0
9,0
519,0
28,1
2,0
6,0
3,0
47,0
94,0
2,1
34,0
3,0
78,0
233,0
4,1
40,0
6,0
2,1
9,1
91,0
14,0
2,1
6,0
6,0
7,1
1,0
6,1
11,0
4,0
181,0
6,1
262,0
13,0
129,0
792,0
31,0
171,0
238,0
9,0
23,0
2,1
58,0
44,0
25,0
1,0
64,0
24,0
48,0
1,1
60,0
311,0
26,0
3,0
18,0
22,0
4,0
59,0
65,0
373,0
2,0
41,0
94,0
11,0
2,1
13,0
21,0
46,1
80,0
177,0
476,0
4,0
2,1
79,0
491,0
60,0
2,1
74,0
24,0
87,0
4,0
54,0
506,0
4,0
21,0
1698,1
6,1
152,0
10,0
11,0
7,0
7,0
6,1
6,0
2,1
3,0
14,0
2,1
258,0
176,0
9,0
89,0
810,0
12,1
3,0
3,0
48,0
6,0
6,1
72,0
411,0
65,0
210,0
18,0
4,1
47,0
1,0
10,0
288,0
2,1
78,0
11,0
6,0
6,0
62,0
6,1
15,0
117,0
3,0
27,0
15,1
6,0
148,0
12,0
35,0
37,0
11,0
793,0
4,0
32,0
4,1
27,0
166,1
74,0
20,0
66,0
1144,0
249,0
11,0
13,0
6,0
3,0
8,0
6,0
123,0
400,0
14,0
107,0
6,0
5,0
1,0
4,0
7,0
83,0
225,0
6,1
311,0
22,0
209,0
18,0
189,0
78,0
15,0
8,0
2,0
77,0
3,1
4,0
6,1
4,0
5,1
279,0
336,0
4,0
2,1
4,0
4,0
626,0
1,1
91,0
9,0
100,0
6,1
15,1
82,0
40,0
6,0
143,0
174,0
38,0
123,0
44,0
49,0
211,0
2,1
8,0
5,0
27,0
4,1
7,0
6,0
481,0
2,1
3,0
253,0
15,0
6,0
7,1
4,0
2,0
586,0
698,0
119,0
63,0
7,0
6,0
129,0
107,0
2,1
51,0
6,1
6,0
1,0
6,1
12,0
4,0
8,0
9,1
6,0
4,0
6,0
19,0
7,0
8,0
6,0
2,1
1,1
6,0
18,0
16,0
48,0
124,0
259,0
449,0
452,0
26,0
190,0
6,1
71,0
430,0
37,0
10,1
5,0
70,0
3,1
26,0
6,0
17,0
167,0
805,0
11,1
6,0
39,0
365,1
9,0
5,0
3,0
6,1
196,0
70,0
373,0
3,0
412,0
2,1
238,0
2,0
125,0
4,0
6,1
6,1
99,1
205,0
9,0
66,0
6,0
157,0
3,0
14,0
63,0
189,1
25,0
4,1
4,0
143,0
303,0
24,1
59,0
137,0
10,0
8,0
64,0
23,0
51,0
28,0
113,0
64,0
255,0
263,0
16,0
116,0
7,1
17,0
48,0
3,1
18,0
113,0
143,0
29,0
37,0
6,1
10,0
188,0
27,0
254,0
3,1
144,0
3,0
7,0
30,1
6,0
169,0
32,0
18,0
5,0
93,0
55,0
71,0
2,1
253,0
194,0
6,0
143,0
179,0
10,0
64,0
2,1
3,0
209,0
3,0
269,1
90,0
60,0
363,0
28,0
154,0
2,1
39,0
304,0
30,0
235,0
3,0
143,0
2,0
23,0
2,1
54,0
2,1
20,0
2,1
2,0
187,0
747,0
86,0
16,0
51,0
325,0
12,1
35,0
433,0
10,0
40,0
8,0
86,0
6,0
84,0
40,0
86,0
3,1
85,0
150,0
119,1
190,0
3,0
80,0
131,0
4,0
2,1
207,0
18,0
10,0
86,0
19,0
21,0
8,0
222,0
7,0
27,0
106,0
13,0
100,0
36,0
43,0
21,0
213,0
1,1
2,1
3,0
223,0
2,1
12,0
12,0
3,0
7,0
9,0
19,0
9,0
2,1
136,0
18,0
3,1
12,0
53,0
2,1
2,1
14,0
6,1
5,1
9,0
3,0
91,0
267,0
173,0
5,0
23,0
12,0
29,0
48,0
6,0
8,1
93,0
315,0
15,0
2,1
10,1
3,1
237,0
235,0
4,0
43,0
41,0
16,1
19,0
454,0
11,0
591,0
80,0
112,0
12,1
181,0
73,0
21,0
375,0
20,0
129,0
1225,0
4,1
141,0
12,0
53,1
6,0
34,0
739,0
203,0
25,1
2,1
20,1
6,0
156,0
5,0
202,0
44,0
1,0
19,0
123,0
49,0
365,0
30,0
72,0
21,0
4,0
24,0
437,0
82,0
236,0
3,0
15,0
52,1
26,0
3,0
49,0
22,0
4,0
53,0
8,0
16,0
574,0
6,1
1101,0
152,0
162,0
44,0
61,0
44,0
117,0
52,0
4,0
3,0
872,0
2,1
13,0
31,1
376,1
2,1
22,0
6,0
1,0
284,0
16,1
6,0
1051,0
21,0
244,0
131,0
24,0
69,0
124,0
33,0
5,0
47,0
348,0
24,0
6,0
365,0
64,0
3,0
7,0
303,0
80,0
12,0
1,0
7,0
68,0
90,0
120,0
30,0
3,0
31,0
2,1
110,0
21,0
7,1
63,0
67,0
162,0
25,0
21,0
6,0
6,0
18,0
3,0
79,0
11,0
130,0
14,0
1,0
204,0
1,0
165,0
26,0
6,1
625,0
532,0
2,1
2,1
203,0
34,0
60,0
27,0
13,0
10,0
87,0
198,0
9,0
23,0
415,0
114,0
207,0
39,0
10,1
34,0
19,0
1,1
88,0
174,0
408,0
78,0
238,0
4,0
16,0
9,0
2,1
436,0
3,0
17,0
232,0
6,1
73,1
3,0
52,0
7,0
42,0
20,0
2,1
7,0
24,0
6,0
4,0
365,0
595,0
107,0
18,0
408,0
16,0
139,0
2,1
224,0
184,0
72,0
22,0
26,0
43,0
6,1
88,0
977,0
60,0
1,1
48,0
3,0
26,0
4,0
3,1
24,0
75,0
3,0
5,1
8,1
24,0
110,0
6,0
6,0
796,0
10,0
20,0
44,0
17,1
111,0
2,1
5,0
73,0
20,0
6,1
34,0
20,0
53,0
258,0
162,0
4,0
115,0
40,0
6,1
6,0
144,0
150,0
4,1
353,0
6,1
8,0
40,0
33,1
2,1
86,0
4,1
52,0
145,0
2,0
3,0
421,0
54,0
4,0
304,0
3,0
139,0
1,0
15,0
111,0
53,0
13,0
2,0
3,0
4,0
5,1
4,0
4,0
3,0
94,0
47,0
2,1
4,1
46,0
11,0
110,0
662,0
125,1
206,0
4,0
35,0
2,0
5,0
200,0
10,0
144,0
66,0
6,1
25,0
4,0
417,0
69,0
4,0
15,0
2,0
104,0
49,1
6,0
38,0
41,0
16,0
207,0
6,1
2,1
2,1
50,0
23,0
4,0
155,0
712,0
20,0
4,0
13,0
115,0
21,0
50,0
203,1
107,0
1,0
189,0
213,0
4,0
190,0
345,0
12,0
15,0
51,0
46,0
2,1
92,0
8,0
272,0
6,0
86,0
99,0
173,0
5,0
316,0
2,1
8,0
4,0
25,0
3,0
196,0
180,0
115,0
6,0
113,0
337,0
4,1
71,1
80,0
2,1
6,0
415,0
6,1
8,0
7,1
337,0
688,0
107,0
22,0
204,0
140,0
93,0
8,0
4,0
14,0
71,0
7,1
68,0
2,1
266,0
4,0
181,0
15,1
50,0
21,1
221,0
14,0
5,0
3,0
19,0
15,0
9,0
4,0
5,0
6,0
4,1
20,0
21,0
22,0
2,1
196,0
22,0
248,0
2,0
2,0
6,1
323,0
3,0
2,0
3,1
6,0
112,0
91,0
192,0
6,0
18,0
36,0
12,1
197,0
160,0
189,0
8,0
834,0
606,0
52,0
661,0
105,0
71,0
19,0
45,0
401,0
8,0
28,0
30,0
270,0
16,0
77,0
2,1
130,0
14,0
109,0
33,0
71,0
43,0
39,0
385,0
21,0
